,zipcode,train,train_pred,test_pred
54,64987,165598.0,167026.5105909479,170297.17641490468
55,64988,65984.0,65319.485642129264,65802.37858263096
56,64989,171660.0,171660.00000000017,176547.30766297047
57,64990,109655.0,109028.55013431335,111741.73344071918
58,64991,162498.0,162379.01935805366,160065.5478093912
59,64992,181226.0,180611.81496618022,182268.5148835683
60,64993,107640.0,106990.32859018345,108467.02420200198
61,64994,135943.0,135911.80055380485,136443.14048384168
62,64995,163868.0,161809.74926361328,160692.76140154482
63,64996,153374.0,150359.02694437065,144576.42160527557
64,64997,110255.0,109895.97509664064,110958.69480036636
65,64998,132142.0,132141.99999999822,135297.47432699168
66,64999,158696.0,155977.80394681054,156432.64162979595
67,65000,145861.0,146679.20900383312,149889.17278334647
68,65001,171461.0,171722.12216249335,173488.5356230298
69,65003,177810.0,173099.7607059921,171827.47658752796
